table,row_locator,ownership,action,confidence,validation_status,evidence
role_permissions,"{""id"": 20467}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20468}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20469}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 2046}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20470}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20471}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20472}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20473}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20474}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20475}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20476}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20477}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20478}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20479}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 2047}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20480}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20481}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20482}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20483}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20484}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20485}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20486}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20487}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20488}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20489}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 2048}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20490}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20491}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20492}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20493}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20494}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20495}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20496}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20497}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20498}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20499}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 2049}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20500}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20501}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20502}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20503}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20504}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20505}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20506}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20507}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20508}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20509}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 2050}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20510}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20511}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20512}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20513}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20514}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20515}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20516}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20517}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20518}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20519}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 2051}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20520}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20521}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20522}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20523}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20524}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20525}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20526}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20527}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20528}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20529}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 2052}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20530}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20531}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20532}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20533}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20534}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20535}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20536}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20537}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20538}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20539}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 2053}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20540}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20541}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20542}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20543}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20544}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20545}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20546}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20547}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20548}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20549}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 2054}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20550}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20551}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20552}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20553}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20554}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20555}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20556}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20557}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20558}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20559}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 2055}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20560}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20561}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20562}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20563}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20564}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20565}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20566}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20567}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20568}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20569}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 2056}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20570}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20571}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20572}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20573}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20574}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20575}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20576}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20577}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20578}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20579}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 2057}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20580}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20581}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20582}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20583}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20584}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20585}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20586}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20587}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20588}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20589}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 2058}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20590}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20591}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20592}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20593}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20594}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20595}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20596}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20597}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20598}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20599}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 2059}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20600}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20601}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20602}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20603}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20604}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20605}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20606}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20607}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20608}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20609}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 2060}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20610}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
role_permissions,"{""id"": 20611}",BOTH_GLOBAL,COPY_TO_BOTH,MEDIUM,GLOBAL_ROW_REVALIDATED,Generic role-to-permission mapping with no tenant marker
